X,Y,Mag
4883399.96,652762.32,55093.14
4883399.92,652762.24,55093.4991
4883399.89,652762.17,55093.7766
4883399.85,652762.09,55094.1223
4883399.83,652762.01,55094.5956
4883399.79,652761.93,55095.1002
4883399.77,652761.84,55095.4666
4883399.75,652761.76,55095.7262
4883399.71,652761.68,55096.0516
4883399.69,652761.57,55096.3919
4883399.65,652761.48,55096.5797
4883399.63,652761.38,55096.6354
4883399.61,652761.3,55096.6553
4883399.59,652761.21,55096.7251
4883399.56,652761.11,55096.9383
4883399.55,652761.02,55097.2183
4883399.54,652760.92,55097.3529
4883399.51,652760.82,55097.344
4883399.5,652760.73,55097.3941
4883399.5,652760.62,55097.5189
4883399.47,652760.53,55097.5842
4883399.47,652760.43,55097.6141
4883399.46,652760.34,55097.6882
4883399.45,652760.24,55097.7326
4883399.44,652760.14,55097.6896
4883399.44,652760.14,55097.7071
4883399.44,652759.92,55097.8716
4883399.42,652759.81,55097.9943
4883399.41,652759.7,55097.9614
4883399.41,652759.59,55097.9115
4883399.39,652759.47,55097.9141
4883399.39,652759.36,55097.9283
4883399.38,652759.25,55097.9516
4883399.37,652759.15,55097.9613
4883399.37,652759.03,55097.9606
4883399.36,652758.93,55097.9892
4883399.35,652758.83,55098.0036
4883399.34,652758.73,55097.9807
4883399.34,652758.64,55097.9609
4883399.34,652758.55,55097.9316
4883399.34,652758.46,55097.8991
4883399.33,652758.36,55097.9372
4883399.33,652758.27,55098.0223
4883399.33,652758.18,55097.9918
4883399.34,652758.09,55097.8287
4883399.34,652757.99,55097.7634
4883399.32,652757.91,55097.8781
4883399.32,652757.81,55097.9577
4883399.32,652757.72,55097.8849
4883399.3,652757.63,55097.8215
4883399.3,652757.55,55097.87
4883399.3,652757.45,55097.8685
4883399.29,652757.35,55097.714
4883399.3,652757.27,55097.5479
4883399.29,652757.18,55097.5157
4883399.29,652757.09,55097.6114
4883399.29,652757,55097.6982
4883399.28,652756.92,55097.6857
4883399.26,652756.83,55097.6389
4883399.24,652756.75,55097.5831
4883399.23,652756.66,55097.5041
4883399.21,652756.58,55097.4569
4883399.19,652756.49,55097.4458
4883399.17,652756.4,55097.4743
4883399.15,652756.31,55097.5774
4883399.13,652756.22,55097.7165
4883399.1,652756.13,55097.8823
4883399.08,652756.04,55098.1017
4883399.06,652755.97,55098.4056
4883399.02,652755.88,55098.8737
4883399,652755.79,55099.4446
4883398.96,652755.71,55099.9395
4883398.94,652755.63,55100.3987
4883398.9,652755.54,55101.0607
4883398.88,652755.46,55102.1319
4883398.86,652755.37,55103.7161
4883398.84,652755.28,55105.7111
4883398.81,652755.19,55107.9497
4883398.8,652755.1,55110.5123
4883398.78,652755,55113.4448
4883398.75,652754.91,55116.5631
4883398.74,652754.82,55119.6689
4883398.73,652754.72,55122.3073
4883398.7,652754.63,55123.7968
4883398.69,652754.53,55123.9562
4883398.69,652754.53,55123.1434
4883398.64,652754.34,55121.5801
4883398.62,652754.25,55119.2852
4883398.6,652754.15,55116.4035
4883398.58,652754.05,55113.172
4883398.54,652753.96,55109.8638
4883398.52,652753.86,55106.7458
4883398.5,652753.77,55104.049
4883398.48,652753.67,55101.9579
4883398.46,652753.58,55100.3884
4883398.43,652753.48,55099.128
4883398.42,652753.38,55098.1422
4883398.39,652753.29,55097.4043
4883398.37,652753.19,55096.8473
4883398.36,652753.1,55096.4693
4883398.34,652753.01,55096.2439
4883398.32,652752.91,55096.1477
4883398.32,652752.81,55096.169
4883398.3,652752.71,55096.2227
4883398.29,652752.61,55096.2435
4883398.29,652752.51,55096.2774
4883398.27,652752.41,55096.3832
4883398.26,652752.32,55096.5207
4883398.25,652752.21,55096.6188
4883398.23,652752.12,55096.6739
4883398.22,652752.02,55096.7134
4883398.21,652751.92,55096.7675
4883398.2,652751.83,55096.8386
4883398.19,652751.74,55096.8794
4883398.18,652751.64,55096.9004
4883398.18,652751.56,55096.9768
4883398.16,652751.46,55097.0945
4883398.15,652751.36,55097.1778
4883398.14,652751.28,55097.2255
4883398.12,652751.18,55097.2481
4883398.12,652751.08,55097.2114
4883398.11,652750.99,55097.1738
4883398.09,652750.89,55097.2462
4883398.08,652750.81,55097.3642
4883398.08,652750.71,55097.4163
4883398.06,652750.62,55097.4471
4883398.05,652750.53,55097.4812
4883398.04,652750.45,55097.4632
4883398.01,652750.36,55097.4336
4883398,652750.26,55097.454
4883397.99,652750.17,55097.4633
4883397.99,652750.08,55097.4199
4883397.97,652749.98,55097.3968
4883397.96,652749.9,55097.4534
4883397.96,652749.8,55097.5457
4883397.94,652749.71,55097.573
4883397.94,652749.62,55097.5441
4883397.94,652749.54,55097.5012
4883397.94,652749.46,55097.3843
4883397.94,652749.37,55097.2833
4883397.93,652749.29,55097.3451
4883397.93,652749.21,55097.4938
4883397.93,652749.12,55097.5986
4883397.92,652749.02,55097.5603
4883397.9,652748.94,55097.3817
4883397.9,652748.94,55097.1953
4883397.85,652748.75,55097.0129
4883397.84,652748.66,55096.8566
4883397.83,652748.58,55096.8807
4883397.82,652748.5,55097.0042
4883397.8,652748.42,55097.0158
4883397.8,652748.34,55096.9209
4883397.79,652748.28,55096.7872
4883397.78,652748.21,55096.6416
4883397.77,652748.15,55096.5132
4883397.77,652748.08,55096.4186
4883397.77,652748.02,55096.3936
4883397.76,652747.95,55096.4306
4883397.76,652747.89,55096.4238
4883397.74,652747.83,55096.2779
4883397.74,652747.77,55096.0161
4883397.73,652747.71,55095.7906
4883397.72,652747.64,55095.7424
4883397.7,652747.58,55095.7863
4883397.69,652747.51,55095.7231
4883397.68,652747.43,55095.5319
4883397.67,652747.34,55095.3137
4883397.66,652747.26,55095.1237
4883397.65,652747.17,55094.9968
4883397.64,652747.07,55094.925
4883397.62,652746.98,55094.8583
4883397.6,652746.88,55094.8253
4883397.58,652746.79,55094.8561
4883397.55,652746.68,55094.9621
4883397.53,652746.59,55095.2971
4883397.5,652746.49,55095.9286
4883397.48,652746.39,55096.6793
4883397.45,652746.29,55097.5795
4883397.43,652746.2,55099.0267
4883397.4,652746.1,55101.3162
4883397.4,652745.98,55104.3876
4883397.39,652745.87,55108.0352
4883397.37,652745.76,55112.0396
4883397.36,652745.64,55116.1789
4883397.33,652745.51,55120.3375
4883397.32,652745.39,55124.1127
4883397.3,652745.27,55126.3712
4883397.28,652745.16,55126.2661
4883397.26,652745.05,55124.1319
4883397.24,652744.94,55120.708
4883397.22,652744.83,55116.7688
4883397.21,652744.71,55113.0682
4883397.18,652744.6,55109.6832
4883397.18,652744.49,55106.4961
4883397.16,652744.38,55103.8432
4883397.16,652744.27,55101.8323
4883397.16,652744.15,55100.1831
4883397.16,652744.03,55098.8064
4883397.15,652743.92,55097.7457
4883397.14,652743.81,55097.0253
4883397.13,652743.7,55096.6488
4883397.1,652743.59,55096.3819
4883397.08,652743.49,55096.0011
4883397.05,652743.39,55095.6575
4883397.04,652743.28,55095.5691
4883397.01,652743.19,55095.7272
4883397,652743.08,55095.9508
4883396.98,652742.98,55096.032
4883396.96,652742.89,55095.9513
4883396.94,652742.78,55095.864
4883396.92,652742.67,55095.883
4883396.91,652742.56,55096.0027
4883396.9,652742.45,55096.1581
4883396.87,652742.33,55096.3169
4883396.86,652742.23,55096.4684
4883396.83,652742.13,55096.5489
4883396.81,652742.02,55096.5078
4883396.78,652741.93,55096.4261
4883396.76,652741.83,55096.4303
4883395.45,652741.92,55096.2766
4883395.48,652742.01,55096.212
4883395.49,652742.12,55096.0275
4883395.51,652742.22,55095.8882
4883395.54,652742.33,55095.9035
4883395.56,652742.43,55095.9147
4883395.59,652742.53,55095.807
4883395.61,652742.64,55095.5993
4883395.64,652742.74,55095.3531
4883395.66,652742.84,55095.2074
4883395.69,652742.95,55095.1111
4883395.71,652743.05,55094.8297
4883395.74,652743.15,55094.4273
4883395.75,652743.26,55094.1497
4883395.77,652743.36,55093.9402
4883395.8,652743.46,55093.6037
4883395.82,652743.58,55093.124
4883395.84,652743.68,55092.5427
4883395.85,652743.78,55091.861
4883395.87,652743.9,55091.0767
4883395.89,652744.02,55090.1553
4883395.91,652744.12,55089.0624
4883395.94,652744.23,55087.847
4883395.95,652744.34,55086.5542
4883395.98,652744.45,55085.1527
4883396,652744.57,55083.5389
4883396.03,652744.69,55081.5011
4883396.05,652744.8,55079.0374
4883396.08,652744.92,55076.5758
4883396.1,652745.04,55074.5838
4883396.13,652745.16,55073.2455
4883396.16,652745.28,55072.3832
4883396.19,652745.4,55071.6893
4883396.22,652745.52,55071.2348
4883396.27,652745.64,55071.4503
4883396.31,652745.76,55072.7156
4883396.35,652745.89,55075.0389
4883396.39,652746.01,55077.8221
4883396.42,652746.12,55080.3322
4883396.44,652746.24,55082.4136
4883396.48,652746.36,55084.1617
4883396.5,652746.47,55085.4352
4883396.52,652746.59,55086.257
4883396.54,652746.69,55087.0105
4883396.55,652746.8,55087.876
4883396.58,652746.91,55088.7305
4883396.59,652747.02,55089.5718
4883396.62,652747.12,55090.4122
4883396.64,652747.23,55091.057
4883396.67,652747.35,55091.4289
4883396.69,652747.46,55091.7833
4883396.7,652747.57,55092.3301
4883396.73,652747.68,55092.9744
4883396.77,652747.79,55093.5558
4883396.79,652747.9,55094.0126
4883396.81,652748.01,55094.3359
4883396.84,652748.12,55094.5718
4883396.86,652748.23,55094.8089
4883396.89,652748.33,55095.0796
4883396.9,652748.45,55095.3365
4883396.93,652748.55,55095.5707
4883396.95,652748.64,55095.7853
4883396.95,652748.64,55095.8947
4883397,652748.84,55095.9356
4883397.04,652748.94,55096.1041
4883397.07,652749.03,55096.3582
4883397.11,652749.12,55096.5033
4883397.14,652749.21,55096.6139
4883397.17,652749.3,55096.7735
4883397.19,652749.38,55096.8242
4883397.23,652749.47,55096.7666
4883397.26,652749.55,55096.7792
4883397.29,652749.63,55096.8449
4883397.32,652749.71,55096.8998
4883397.36,652749.79,55096.9941
4883397.39,652749.87,55097.09
4883397.43,652749.96,55097.1361
4883397.46,652750.04,55097.1888
4883397.5,652750.13,55097.2732
4883397.53,652750.23,55097.3373
4883397.57,652750.32,55097.3253
4883397.6,652750.42,55097.2494
4883397.64,652750.52,55097.1933
4883397.68,652750.61,55097.208
4883397.7,652750.72,55097.2432
4883397.72,652750.81,55097.2505
4883397.75,652750.89,55097.3083
4883397.76,652750.98,55097.4389
4883397.79,652751.08,55097.4509
4883397.8,652751.17,55097.3075
4883397.82,652751.28,55097.2458
4883397.85,652751.38,55097.3193
4883397.86,652751.48,55097.3879
4883397.89,652751.59,55097.4094
4883397.91,652751.69,55097.3579
4883397.94,652751.8,55097.2354
4883397.95,652751.91,55097.1753
4883397.97,652752,55097.2011
4883397.99,652752.11,55097.1652
4883398.01,652752.21,55097.0683
4883398.03,652752.31,55097.0235
4883398.05,652752.41,55096.9896
4883398.06,652752.51,55096.9069
4883398.08,652752.61,55096.8199
4883398.09,652752.7,55096.7281
4883398.1,652752.8,55096.6578
4883398.11,652752.89,55096.6716
4883398.12,652752.98,55096.6427
4883398.13,652753.07,55096.4639
4883398.15,652753.17,55096.2808
4883398.15,652753.26,55096.1752
4883398.17,652753.37,55096.0539
4883398.19,652753.46,55095.9167
4883398.2,652753.56,55095.8227
4883398.22,652753.66,55095.7493
4883398.24,652753.77,55095.6857
4883398.25,652753.87,55095.6014
4883398.28,652753.97,55095.3576
4883398.3,652754.08,55094.9329
4883398.32,652754.18,55094.6196
4883398.35,652754.28,55094.6472
4883398.37,652754.39,55094.8072
4883398.41,652754.49,55094.864
4883398.45,652754.6,55094.8702
4883398.48,652754.7,55094.9011
4883398.52,652754.82,55094.9901
4883398.55,652754.94,55095.1621
4883398.59,652755.05,55095.4338
4883398.63,652755.16,55095.8771
4883398.65,652755.27,55096.4041
4883398.67,652755.38,55096.7059
4883398.7,652755.49,55096.654
4883398.72,652755.6,55096.4286
4883398.75,652755.71,55096.2482
4883398.77,652755.81,55096.2453
4883398.8,652755.92,55096.4304
4883398.82,652756.02,55096.5973
4883398.84,652756.11,55096.5378
4883398.86,652756.22,55096.3494
4883398.87,652756.31,55096.2226
4883398.89,652756.42,55096.1306
4883398.9,652756.51,55095.9827
4883398.93,652756.61,55095.8435
4883398.94,652756.7,55095.8188
4883398.95,652756.8,55095.8456
4883398.97,652756.9,55095.8215
4883398.98,652756.99,55095.8321
4883398.99,652757.09,55095.9493
4883399.01,652757.18,55096.0323
4883399.02,652757.27,55095.9987
4883399.03,652757.37,55095.983
4883399.03,652757.46,55096.0708
4883399.04,652757.54,55096.1902
4883399.05,652757.64,55096.2833
4883399.05,652757.73,55096.3394
4883399.05,652757.82,55096.3924
4883399.07,652757.91,55096.5266
4883399.07,652758.01,55096.6988
4883399.08,652758.1,55096.7863
4883399.1,652758.19,55096.8263
4883399.11,652758.29,55096.8839
4883399.12,652758.37,55096.9435
4883399.14,652758.47,55097.0442
4883399.15,652758.56,55097.1844
4883399.16,652758.65,55097.2888
4883399.19,652758.74,55097.3804
4883399.2,652758.84,55097.485
4883399.22,652758.93,55097.554
4883399.24,652759.03,55097.6091
4883399.26,652759.13,55097.7041
4883399.29,652759.23,55097.8118
4883399.31,652759.32,55097.878
4883399.34,652759.42,55097.9097
4883399.35,652759.52,55097.9863
4883399.37,652759.62,55098.1325
4883399.4,652759.71,55098.2466
4883399.42,652759.82,55098.2802
4883399.44,652759.92,55098.316
4883399.46,652760.02,55098.3935
4883399.47,652760.14,55098.4432
4883399.49,652760.24,55098.4054
4883399.5,652760.35,55098.3242
4883399.5,652760.35,55098.2594
4883399.53,652760.57,55098.1578
4883399.53,652760.67,55097.9999
4883399.54,652760.78,55097.8777
4883399.55,652760.88,55097.7466
4883399.56,652760.98,55097.5196
4883399.57,652761.09,55097.3511
4883399.59,652761.19,55097.3363
4883399.59,652761.29,55097.2825
4883399.6,652761.38,55097.143
4883399.62,652761.48,55097.1335
4883399.63,652761.57,55097.2482
4883399.64,652761.66,55097.2422
4883399.66,652761.76,55097.0831
4883399.67,652761.85,55096.9498
4883399.68,652761.94,55096.8981
4883399.71,652762.03,55096.8415
4883399.72,652762.12,55096.7959
4883399.74,652762.21,55096.8171
4883399.76,652762.3,55096.7662
4883399.78,652762.39,55096.5605
4883399.81,652762.48,55096.3612
4883399.82,652762.58,55096.2215
4883399.84,652762.68,55096.0422
4883399.87,652762.78,55095.8276
4883399.89,652762.87,55095.6117
4883399.91,652762.98,55095.3733
4883399.93,652763.07,55095.0909
4883399.96,652763.17,55094.7228
4883399.97,652763.27,55094.2704
4883399.99,652763.37,55093.7734
4883400.02,652763.46,55093.1913
4883400.04,652763.56,55092.5209
4883400.08,652763.66,55091.8512
4883400.1,652763.77,55091.1667
4883400.14,652763.86,55090.3111
4883400.16,652763.97,55089.1744
4883400.19,652764.07,55087.8116
4883400.22,652764.17,55086.4053
4883400.25,652764.28,55085.1899
4883400.27,652764.38,55084.2461
4883400.3,652764.48,55083.2657
4883400.32,652764.59,55081.7475
4883400.34,652764.69,55079.5938
4883400.36,652764.8,55077.334
4883400.39,652764.92,55075.5559
4883400.41,652765.03,55074.4051
4883400.43,652765.14,55073.7788
4883400.46,652765.26,55073.6574
4883400.5,652765.37,55074.1567
4883400.52,652765.47,55075.2733
4883400.54,652765.57,55076.6537
4883400.56,652765.68,55077.858
4883400.58,652765.77,55078.88
4883400.61,652765.87,55080.0778
4883400.62,652765.97,55081.5449
4883400.64,652766.06,55083.0895
4883400.66,652766.16,55084.6749
4883400.66,652766.16,55086.3282
4883400.67,652766.27,55087.9213
4883400.7,652766.37,55089.2769
4883400.72,652766.59,55090.3317
4883400.75,652766.69,55091.2218
4883400.76,652766.79,55092.1461
4883400.78,652766.89,55093.0765
4883400.8,652766.99,55093.8823
4883400.81,652767.08,55094.5946
4883400.83,652767.18,55095.1925
4883400.84,652767.27,55095.6337
4883400.85,652767.36,55096.0959
4883400.87,652767.45,55096.5438
4883400.87,652767.55,55096.746
4883400.88,652767.65,55096.9279
4883400.88,652767.76,55097.3466
4883400.91,652767.87,55097.7965
4883400.92,652767.98,55098.1416
4883400.95,652768.09,55098.4351
4883400.97,652768.2,55098.6736
4883401,652768.3,55098.8773
4883401.01,652768.42,55099.0426
4883401.04,652768.53,55099.155
4883401.06,652768.64,55099.2849
4883401.08,652768.74,55099.4278
4883401.11,652768.85,55099.5146
4883401.12,652768.94,55099.6155
4883401.15,652769.04,55099.7816
4883401.17,652769.13,55099.8673
4883401.2,652769.23,55099.8316
4883401.21,652769.32,55099.8503
4883401.23,652769.41,55099.9651
4883401.26,652769.5,55100.0672
4883401.27,652769.59,55100.1481
4883400.07,652769.7,55100.0033
4883400.05,652769.59,55100.0003
4883400.02,652769.49,55100.0382
4883400,652769.38,55099.9086
4883399.99,652769.29,55099.7547
4883399.97,652769.19,55099.7004
4883399.96,652769.1,55099.6391
4883399.95,652768.99,55099.5411
4883399.94,652768.9,55099.4676
4883399.94,652768.79,55099.3448
4883399.93,652768.69,55099.1657
4883399.93,652768.59,55099.1296
4883399.91,652768.5,55099.1729
4883399.9,652768.4,55098.9998
4883399.89,652768.31,55098.6878
4883399.87,652768.22,55098.4522
4883399.86,652768.12,55098.2224
4883399.85,652768.03,55097.9521
4883399.83,652767.93,55097.7341
4883399.82,652767.83,55097.5636
4883399.81,652767.72,55097.3376
4883399.78,652767.62,55097.0018
4883399.77,652767.51,55096.618
4883399.74,652767.4,55096.2316
4883399.73,652767.3,55095.7458
4883399.72,652767.2,55095.1069
4883399.7,652767.08,55094.4669
4883399.68,652766.98,55093.9563
4883399.65,652766.89,55093.4872
4883399.64,652766.78,55092.9079
4883399.61,652766.69,55092.1201
4883399.59,652766.59,55091.1424
4883399.57,652766.5,55090.1858
4883399.54,652766.41,55089.3909
4883399.52,652766.31,55088.6819
4883399.49,652766.22,55088.1038
4883399.47,652766.13,55087.7978
4883399.44,652766.03,55087.6857
4883399.41,652765.94,55087.7496
4883399.38,652765.83,55088.3289
4883399.36,652765.74,55089.8462
4883399.34,652765.64,55092.478
4883399.31,652765.55,55095.8767
4883399.29,652765.44,55099.4413
4883399.29,652765.44,55102.9368
4883399.26,652765.34,55105.9483
4883399.24,652765.24,55107.5673
4883399.19,652765.02,55107.5841
4883399.16,652764.92,55106.7266
4883399.15,652764.81,55105.5155
4883399.12,652764.69,55103.9693
4883399.11,652764.58,55102.1646
4883399.1,652764.48,55100.3174
4883399.08,652764.36,55098.6204
4883399.07,652764.25,55097.2865
4883399.06,652764.14,55096.408
4883399.04,652764.03,55095.8832
4883399.03,652763.93,55095.5879
